tweet,sentiment,depression_score
m suffering from depression and anxiety. This is difficult to deal with.,1,0.6
people will never understand what itâ€™s really like to have depression. For me it’s a terrible experience.,1,0.5
I  have real depression.,1,0.5
Tuesday.  The day before Wednesday.  My birthday.  And the day of the job interview.  . . . . #mentalillness #mentalhealth #depression #anxiety #personalitydisorder #selfharm #recoveryâ€¦  https://www.instagram.com/p/Bu5p5Ivl-6o/?utm_source=ig_twitter_share&igshid=v034380kny4hÂ â€¦,0,0.0
depression setting in again tonight :( I do so bad when im alone,1,0.6
"PRO PANEL: Riding out depression with @mollyweaver94, @Josephineperry & @Opiumia @bikesandbrains Sat 30th March (timings tba) at Casquette Live, show-within-show @londonbikeshow Read more:  https://buff.ly/2GzbkB3Â  Buy now:  https://buff.ly/2ttoqHxÂ  #cycling #depression  pic.twitter.com/L1edO1O01Z",0,0.0
When you start going to the gym cause you hate just being home all the time. And hope that it helps with your depression as well as helping you sleep cause your insomnia is keeping you up at night...welcome to my life. Hereâ€™s to hoping I get some sleep before I have to be at work,1,0.4
Expressing gratitude can be difficult when you're going through a hard time. It can be hard to see the light on a dark day so it's a little like panning for gold. What have been your little gold nuggets today?  #Gratitude #Depression #PanningForGold pic.twitter.com/TgxM17EHxm,0,0.0
It's depression hours bro ,1,0.3
Maybe if I fall in love with my depression it will leave me too.,1,0.5
I have depression .Phela u Sbahle she's on a wheelchair,1,0.5
You clearly understand nothing about depression if you are peddling such nonsense. So you will never be able to understand my condition.,1,0.5
"im so done with people, have depression. This life is getting difficult.",1,0.65
"Keep Jasmine Plant in Your Bedroom: It Dramatically Improves Sleep, Reduces Anxiety, Depression and Panic Attacks  https://www.healthyandnaturalworld.com/the-10-best-plants-to-have-in-your-bedroom/Â â€¦",0,0.0
"Having anxiety and depression is like being scared and tired at the same time. It's the fear of failure, but no urge to be productive. It's wanting to be alone, but not wanting to be lonely. It's feeling everything at once then feeling paralyzingly numb. I hate feeling this way.",1,0.6
You canâ€™t buy friends but it certainly gives us more opportunities to be socialized since everything we do would cost money. Financial stress is real and the part of the cause of depression and worse anxiety. Financial comfort can help people being more likable ones.,0,0.0
Study: Diet Supplements Donâ€™t Ward OffÂ Depression  http://wp.med4health.com/study-diet-supplements-dont-ward-off-depression/Â â€¦ pic.twitter.com/XYdLiMcNuQ,0,0.0
Forgeting their roots and rules of life ... depression is real and all those underlying issues but youths have to stay strong and hold on faith ðŸ’¯,0,0.0
addressing Anxiety & Depression  pic.twitter.com/GZeBNvJaHu,1,0.4
It can be easy to flow through life without taking notice of yourself and your surroundings. Mindfulness has been proven to help those who have had multiple episodes of depression throughout their life. We offer a MBCT course  http://ow.ly/ix6D50kSNQ0Â  @bemindfulonline @Headspace,0,0.0
Can postpartum depression and other psychological side effects of post-pregnancy result in the mother and child bonding less strongly? #bmcpsychiatry breaks down the data to give us an answer in this new article.  http://ow.ly/4FRb50mOW26Â  @NagoyaUniv,0,0.0
"Since the Empire State Building was opened during the Great Depression, much of its space initially went unrented. As a result, many New Yorkers referred to the building as the â€œEmpty State Building.â€  #IvieIdike #Rialtors #RealEstate #Realtor #Realty pic.twitter.com/MFmk1N5Q6f",0,0.0
"We are with you in your journey to counter depression, OCD and anxiety. We believe that keeping a mindful perspective towards life experiences helps act as the first step in this journey. Talk to us at 01141500011 or visit  http://in.mindfultms.comÂ . Let's begin. pic.twitter.com/qWq3sqm0w2",0,0.0
"like i donâ€™t remember half of my life but i donâ€™t have crippling depression yet, bitch! ðŸ¤£",0,0.0
"Because i am going through an existential crisis from some time, might descents into depression or madness https://sgcafe.com/2019/03/hajime-no-ippo-mangaka-says-manga-halfway/Â â€¦",1,0.6
"1600's, Apartheid.... Did the original poster participate in any of these events? The young white girl?",0,0.0
"If youâ€™ve suffered from depression for an extensive period of your life, I think itâ€™s hard to imagine life without it. Sometimes, I get so low that I donâ€™t know if Iâ€™ll be able to pick myself back up and itâ€™s just seems like I can never be 100%, so thinking of quitting this life, then will sleep in peace forever.",1,0.85
2004: Great Depression: Franklin D. Roosevelt addresses the nation for the first football club in Bulgaria - Botev Plovdiv.,0,0.0
I am experiencing depressionðŸ˜¢ðŸ˜©but no one knowsðŸ’”,1,0.5
It stays light out until 7pm now. Good bye seasonal depression u dumb bitch,0,0.0
My new single AMNESIA ðŸ‘Š was written to speak up for depression. Listen: ðŸ‘‡ðŸ‘‰  https://ift.tt/2EjvvAEÂ  #newmusic #zainabsule,0,0.0
"LiveWell Physicians, Depression support for doctors by doctors  https://buff.ly/2EQQDyaÂ  #EndTheStigma #DepressionIsReal #burnout #tellyourstory #sicknotweak #SuicidePrevention #physicians #surgeon #MedEd pic.twitter.com/btcxips9l5",0,0.0
04:00 AM - TEMP: 46.5Â°F -  DEW: 44.3Â°F - Dew Depression: 2.2 Â°F - WIND: 0.0 mph -  PRECIP: 0.00 in. -  #gawx |  http://bit.ly/daculawxÂ  pic.twitter.com/IlgExWKiPU,0,0.0
"Are you a #Physician in the #Philadelphia area? Are you struggling with #depression, #burnout or other #mood problems?  Check out LiveWell Physicians:  https://buff.ly/2EQQDyaÂ   Weekly #peer (physician) facilitated support groups starting Thursday April 4!  Completely #Anonymous pic.twitter.com/jBwb2BCXi7",0,0.0
"Living in depression, yours always.",1,0.5
"Thank you Kitty Wallace, of the @BDDFoundation, for your continued support. Join the @GLADStudy for #anxiety #depression at  http://www.gladstudy.org.ukÂ  pic.twitter.com/cXqStGh35w",0,0.0
Ketamine-based nasal spray to treat depression approved in US  https://on.rt.com/9pq6Â  pic.twitter.com/QY9A6jQbox,0,0.0
The 2 most effective treatments for battling depression are exercise and spending more time with pets.,0,0.0
"Depression, Anxiety, And Bills Entering My Life, m fucked up https://twitter.com/hennynottoday/status/1104528774933172229Â â€¦",1,0.4
dissociation is a natural defense mechanism in depression that your body uses to protect itself and keep you alive..... how wild is that,0,0.0
"Depression, a disease of our time  https://www.healing-magnetism.com/blog/depression-a-disease-of-our-time-first-2019-blog-post-by-edeltraud-grace-wwwhealing-magnetismcomÂ â€¦ #Depression #NervousDisease #MentalBalance #MentalEquilibrium #Health via @BioMagneticHeal",0,0.0
Depression is great....it never leaves.,1,0.4
"Can I go back to the time where stress, anxiety, depression and loneliness doesn't exist. I don’t want to suffer.",1,0.5
"So sad,  losing my youth, depression is real and causing mental disorders, I guess soon I will be gone too. #MentalHealthBillKE",1,0.85
Isolation and discrimination in my workplace is giving me depression and very negative effect on my mental health,1,0.6
"Now this one is under depression because the ""neutral"" media could not find dirt on Modi.  https://qz.com/india/1570899/how-narendra-modi-has-almost-killed-indian-media/Â â€¦",0,0.0
30 Things People Don't Realize You're Doing Because Of Your Depression  https://www.huffpost.com/entry/30-things-youre-doing-because-of-your-depression_b_58b5be36e4b0780bac2db892?ncid=engmodushpmg00000003Â â€¦,0,0.0
anybody: *thinks iâ€™m lazy* but I lack motivation because of  depression.,1,0.5
"It's about 1 am and I'm listening to the voices of crippling depression in my head, they always stay.",1,0.5
Chocolate minipop with black cherry screamer from depression collection. He had a wee fall so had to be melted #waxmelts #Satisfyingvideos #goth #awareness pic.twitter.com/sGbtps2qgI,0,0.0
"Inspiring Lives: Got depression? Don't pop a pill, read these books...  https://inspiringlives258.blogspot.com/2018/12/got-depression-dont-pop-pill-read-these-books.html?spref=twÂ â€¦ #inspiration #motivational #TuesdayThoughts pic.twitter.com/w4JxtbiY7W",0,0.0
" finding solace in  alcohol, opening up and talking to someone about this suffering and depression is difficult, m  going through tough time.",1,0.7
yâ€™all CANâ€™T be liking horny tweets if you KNOW that twitter shows other people your likes!! damn!! yo I came here for depression and memes and now I know what you like in bed smh,0,0.0
"Reach more people, help others to get over depression!",0,0.0
"If i'm going to be real honest for a moment, i've thought about quitting everything to do with streaming. No, it's not that I don't love it or love being able to interact with all of my lovely friends and 'fans'. It's because i'm so deep in a depression and  it's hard to overcome",1,0.7
